school_code,county,public/private,district,city,school_name,enrollment_n,vaccinated_n,vaccinated_perc,temp_unvax_n,temp_unvax_perc,perm_med_exempt_n,perm_med_exempt_perc,other_n,other_perc,over_due_n,over_due_perc,five_dose_DTP_n,five_dose_DTP_perc,polio_n,polio_perc,mmr_n,mmr_perc,hepb_n,hepb_perc,varicell_n,varicella_perc,reported,year,state
6098495,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CARL HANKEY ELEMENTARY,46.0,43,93,3,7,0,0,0,0,0,0,43,93,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6089452,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CASTILLE ELEMENTARY,94.0,84,89,1,1,4,4,5,5,0,0,85,90,87,93,85,90,88,94,89,95,Y,2018,CA
0124743,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,OXFORD PREPARATORY ACADEMY SOUTH ORANGE COUNTY,65.0,59,91,0,0,5,8,1,2,0,0,60,92,60,92,59,91,61,94,62,95,Y,2018,CA
6109474,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,PHILIP J. REILLY ELEMENTARY/SPECIAL EDUCATION,97.0,91,94,2,2,2,2,2,2,0,0,94,97,94,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6068589,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,VIEJO ELEMENTARY,90.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0136762,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO MISSION VIEJO,ESENCIA ELEMENTARY,125.0,121,97,1,1,3,2,0,0,0,0,121,97,121,97,121,97,122,98,122,98,Y,2018,CA
6110852,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,ARROYO VISTA ELEMENTARY,69.0,66,96,2,3,1,1,0,0,0,0,67,97,67,97,66,96,67,97,67,97,Y,2018,CA
6114516,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,LAS FLORES ELEMENTARY,98.0,95,97,2,2,1,1,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6117741,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,TIJERAS CREEK ELEMENTARY,65.0,59,91,4,6,2,3,0,0,0,0,60,92,61,94,61,94,63,97,63,97,Y,2018,CA
6111819,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,CLARENCE LOBO ELEMENTARY,49.0,42,86,3,6,1,2,3,6,0,0,45,92,--*,≥95%,44,90,45,92,--*,≥95%,Y,2018,CA
6027585,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,CONCORDIA ELEMENTARY,71.0,65,92,3,4,2,3,1,1,0,0,67,94,66,93,67,94,66,93,68,96,Y,2018,CA
6027601,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,LAS PALMAS ELEMENTARY,156.0,146,94,3,2,6,4,1,1,0,0,152,97,153,98,153,98,--*,≥99%,--*,≥99%,Y,2018,CA
6118954,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,MARBLEHEAD ELEMENTARY,80.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6106819,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,TRUMAN BENEDICT ELEMENTARY,132.0,119,90,6,5,5,4,0,0,2,2,120,91,121,92,120,91,120,91,123,93,Y,2018,CA
0100883,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,VISTA DEL MAR ELEMENTARY,120.0,112,93,4,3,2,2,2,2,0,0,112,93,114,95,112,93,115,96,115,96,Y,2018,CA
0106765,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,CAPISTRANO CONNECTIONS ACADEMY,121.0,64,53,0,0,0,0,57,47,0,0,69,57,67,55,69,57,86,71,86,71,Y,2018,CA
6094619,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,DEL OBISPO ELEMENTARY,61.0,59,97,0,0,0,0,2,3,0,0,59,97,59,97,59,97,59,97,59,97,Y,2018,CA
6097398,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,HAROLD AMBUEHL ELEMENTARY,48.0,44,92,2,4,1,2,1,2,0,0,--*,≥95%,--*,≥95%,45,94,45,94,--*,≥95%,Y,2018,CA
6117733,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,KINOSHITA ELEMENTARY,62.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027643,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,SAN JUAN ELEMENTARY,145.0,137,94,1,1,5,3,0,0,2,1,139,96,138,95,139,96,138,95,139,96,Y,2018,CA
6027676,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,ANAHEIM,CENTRALIA ELEMENTARY,55.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027684,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,ANAHEIM,DANBROOK ELEMENTARY,91.0,88,97,3,3,0,0,0,0,0,0,88,97,88,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027668,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,BUENA TERRA ELEMENTARY,80.0,77,96,1,1,0,0,0,0,2,3,--*,≥98%,--*,≥98%,77,96,--*,≥98%,--*,≥98%,Y,2018,CA
6027700,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,GLEN H. DYSINGER SR. ELEMENTARY,99.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027734,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,RAYMOND TEMPLE ELEMENTARY,121.0,117,97,2,2,0,0,2,2,0,0,118,98,119,98,119,98,119,98,--*,≥99%,Y,2018,CA
6027742,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,SAN MARINO ELEMENTARY,79.0,76,96,1,1,1,1,0,0,1,1,77,97,--*,≥98%,--*,≥98%,77,97,--*,≥98%,Y,2018,CA
6027692,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,LA PALMA,GEORGE B. MILLER ELEMENTARY,70.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6066823,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,LA PALMA,LOS COYOTES ELEMENTARY,69.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027767,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,A. E. ARNOLD ELEMENTARY,86.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027791,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,CLARA J. KING ELEMENTARY,99.0,90,91,0,0,0,0,0,0,9,9,92,93,94,95,92,93,--*,≥98%,--*,≥98%,Y,2018,CA
6027833,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,FRANK VESSELS ELEMENTARY,92.0,84,91,8,9,0,0,0,0,0,0,86,93,88,96,85,92,89,97,89,97,Y,2018,CA
6027841,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,JULIET MORRIS ELEMENTARY,103.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6027858,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,MARGARET LANDELL ELEMENTARY,129.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6027874,ORANGE,PUBLIC,CYPRESS ELEMENTARY,LA PALMA,STEVE LUTHER ELEMENTARY,75.0,72,96,3,4,0,0,0,0,0,0,73,97,73,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6094635,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,COURREGES ROCH ELEMENTARY,107.0,105,98,1,1,1,1,0,0,0,0,105,98,105,98,105,98,105,98,--*,≥99%,Y,2018,CA
6066922,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,COX JAMES H. ELEMENTARY,111.0,109,98,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6027973,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,GISLER ROBERT ELEMENTARY,77.0,75,97,2,3,0,0,0,0,0,0,75,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6085278,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,PLAVAN URBAIN H. ELEMENTARY,79.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6027924,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,TAMURA HISAMATSU ELEMENTARY,78.0,71,91,0,0,0,0,0,0,7,9,74,95,74,95,74,95,--*,≥98%,--*,≥98%,Y,2018,CA
6027999,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,HUNTINGTON BEACH,NEWLAND WILLIAM T. ELEMENTARY,100.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6068605,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,HUNTINGTON BEACH,OKA ISOJIRO ELEMENTARY,57.0,54,95,1,2,0,0,2,4,0,0,55,96,55,96,55,96,--*,≥98%,--*,≥98%,Y,2018,CA
6028005,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ACACIA ELEMENTARY,92.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028013,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,BEECHWOOD ELEMENTARY,88.0,84,95,2,2,2,2,0,0,0,0,84,95,84,95,84,95,85,97,84,95,Y,2018,CA
6028021,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,COMMONWEALTH ELEMENTARY,34.0,30,88,1,3,0,0,3,9,0,0,31,91,31,91,30,88,--*,≥95%,--*,≥95%,Y,2018,CA
6028039,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,FERN DRIVE ELEMENTARY,119.0,116,97,2,2,1,1,0,0,0,0,117,98,117,98,116,97,116,97,116,97,Y,2018,CA
6028054,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,GOLDEN HILL ELEMENTARY,88.0,82,93,2,2,4,5,0,0,0,0,84,95,84,95,85,97,--*,≥98%,85,97,Y,2018,CA
6028062,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,HERMOSA DRIVE ELEMENTARY,46.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028088,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,LAGUNA ROAD ELEMENTARY,87.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6113617,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,MAPLE ELEMENTARY,77.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028112,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ORANGETHORPE ELEMENTARY,75.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028120,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,PACIFIC DRIVE ELEMENTARY,100.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028138,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,RAYMOND ELEMENTARY,122.0,118,97,4,3,0,0,0,0,0,0,120,98,--*,≥99%,119,98,--*,≥99%,--*,≥99%,Y,2018,CA
6028146,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,RICHMAN ELEMENTARY,86.0,83,97,1,1,0,0,2,2,0,0,83,97,83,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0102582,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ROBERT C. FISLER ELEMENTARY,96.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028153,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ROLLING HILLS ELEMENTARY,82.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028161,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,SUNSET LANE ELEMENTARY,95.0,84,88,7,7,4,4,0,0,0,0,89,94,88,93,88,93,--*,≥98%,89,94,Y,2018,CA
6028179,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,VALENCIA PARK ELEMENTARY,61.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028195,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,WOODCREST ELEMENTARY,46.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028369,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,ETHAN B. ALLEN ELEMENTARY,52.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028484,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,JAMES MONROE ELEMENTARY,104.0,102,98,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,102,98,--*,≥99%,--*,≥99%,Y,2018,CA
6085294,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,MAMIE L. NORTHCUTT ELEMENTARY,85.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028211,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,A. J. COOK ELEMENTARY,57.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028229,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,AGNES WARE STANLEY ELEMENTARY,56.0,54,96,0,0,0,0,0,0,2,4,--*,≥98%,54,96,54,96,--*,≥98%,--*,≥98%,Y,2018,CA
6028252,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,BROOKHURST ELEMENTARY,62.0,59,95,0,0,1,2,0,0,2,3,59,95,59,95,--*,≥98%,60,97,--*,≥98%,Y,2018,CA
6028260,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,BRYANT ELEMENTARY,83.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028278,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,C. C. VIOLETTE ELEMENTARY,50.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028294,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,CLINTON ELEMENTARY,71.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028310,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,DWIGHT D. EISENHOWER ELEMENTARY,107.0,104,97,3,3,0,0,0,0,0,0,104,97,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028328,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,EARL WARREN ELEMENTARY,82.0,78,95,4,5,0,0,0,0,0,0,79,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028500,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ENDERS ELEMENTARY,54.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028344,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ERNEST O. LAWRENCE ELEMENTARY,81.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028377,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ETHEL M. EVANS ELEMENTARY,47.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028385,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,EXCELSIOR ELEMENTARY,90.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028393,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,FAYLANE ELEMENTARY,57.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028401,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GARDEN PARK ELEMENTARY,39.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028419,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GENEVIEVE M. CROSBY ELEMENTARY,54.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028435,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GILBERT ELEMENTARY,70.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028526,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,JOHN MURDY ELEMENTARY,123.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028575,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,LINTON T. SIMMONS ELEMENTARY,46.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028583,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,LOUIS G. ZEYEN ELEMENTARY,34.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028609,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,LOYAL BARKER ELEMENTARY,76.0,74,97,1,1,1,1,0,0,0,0,--*,≥98%,--*,≥98%,74,97,--*,≥98%,--*,≥98%,Y,2018,CA
6028641,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,MERTON E. HILL ELEMENTARY,52.0,49,94,3,6,0,0,0,0,0,0,49,94,50,96,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028658,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,MITCHELL ELEMENTARY,61.0,58,95,3,5,0,0,0,0,0,0,58,95,59,97,58,95,--*,≥98%,--*,≥98%,Y,2018,CA
6028666,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,MORNINGSIDE ELEMENTARY,77.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028682,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,OCIA A. PETERS ELEMENTARY,142.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028690,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,PARKVIEW ELEMENTARY,60.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028427,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,PATTON ELEMENTARY,118.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028724,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,RIVERDALE ELEMENTARY,71.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028765,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,STANFORD ELEMENTARY,81.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028781,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,SUNNYSIDE ELEMENTARY,67.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028807,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,THOMAS PAINE ELEMENTARY,71.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028815,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,WAKEHAM ELEMENTARY,38.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6028823,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,WOODBURY ELEMENTARY,53.0,51,96,2,4,0,0,0,0,0,0,51,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028336,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,EDWARD RUSSELL ELEMENTARY,86.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028443,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,HERITAGE ELEMENTARY,65.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028674,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,NEWHOPE ELEMENTARY,61.0,59,97,2,3,0,0,0,0,0,0,59,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028716,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,R. F. HAZARD ELEMENTARY,59.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028732,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,ROSITA ELEMENTARY,84.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028518,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,JOHN MARSHALL ELEMENTARY,65.0,60,92,1,2,0,0,0,0,4,6,60,92,62,95,63,97,--*,≥98%,--*,≥98%,Y,2018,CA
